_r,_x,_y,_p,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,_tab1_36,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
0.081527,0.054461,-0.060668,138.1,257.953458,-39.241642,0.11,0.11,45,17114882-3914299,14.940,0.046,0.048,17.8,14.705,,,,13.988,,,,AUU,200,100,000,460000,7.5,34,672105779,0,0,672105804,s,1999-08-09,12,347.556,0.105,20.3,2451400.4942,1.42,,,15.147,0.153,,,,,9935,232,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.084237,0.082242,-0.018222,102.5,257.989265,-39.199169,0.11,0.11,45,17115742-3911570,15.037,0.078,0.079,16.3,13.134,,,,12.381,,,,AUU,200,100,000,460000,1.9,341,672105074,0,0,672105082,s,1999-08-09,12,347.607,0.107,-79.6,2451400.4942,1.09,,,14.805,0.071,,,,,10088,173,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.073431,0.070691,-0.019872,105.7,257.974361,-39.200832,0.06,0.06,90,17115384-3912029,14.065,0.094,0.095,39.9,11.809,0.078,0.079,136.6,10.757,0.043,0.044,218.1,AAA,222,222,ccc,666666,3.6,183,672105132,0,0,672105116,s,1999-08-09,12,347.599,0.116,-38.0,2451400.4942,0.75,0.63,0.63,13.528,0.028,11.470,0.032,10.513,0.016,10082,214,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.049916,0.049291,-0.007876,99.1,257.946735,-39.188854,0.06,0.06,45,17114721-3911198,15.168,0.079,0.080,14.5,12.790,0.073,0.074,55.3,11.699,0.043,0.044,91.6,AAA,222,111,000,666666,3.9,312,672104889,0,0,672104901,s,1999-08-09,12,347.596,0.140,39.1,2451400.4942,2.51,4.64,8.28,14.851,0.082,12.521,0.014,11.434,0.036,10125,214,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.067787,0.058591,-0.034090,120.2,257.958762,-39.215061,0.08,0.08,45,17115010-3912542,13.989,0.068,0.069,42.8,11.596,,,,10.318,0.037,0.038,326.8,AUE,202,101,00s,660055,5.3,327,672105327,0,0,672105345,s,1999-08-09,12,347.580,0.117,5.6,2451400.4942,2.08,,20.10,13.767,0.035,,,10.138,0.015,10031,247,sw,0,1,U,0.6,287,18.40,16.60,1,,36754,845332,150,Opt
0.080032,0.068866,-0.040776,120.6,257.972032,-39.221737,0.06,0.06,45,17115328-3913182,14.576,0.040,0.042,25.0,13.185,0.020,0.021,38.5,12.654,0.049,0.050,38.0,AAA,222,111,c0c,666645,4.7,290,672105477,0,0,672105489,s,1999-08-09,12,347.581,0.105,-31.5,2451400.4942,1.42,1.05,1.00,14.323,0.053,13.173,0.083,12.734,0.079,10007,221,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.073654,0.070637,-0.020864,106.5,257.974293,-39.201824,0.06,0.06,90,17115383-3912065,14.098,0.040,0.042,38.8,12.492,0.048,0.049,72.8,11.852,0.030,0.032,79.6,AAA,222,222,ccc,666666,3.6,3,672105116,0,0,672105132,s,1999-08-09,12,347.598,0.115,-37.8,2451400.4942,1.21,0.87,0.70,13.552,0.034,11.661,0.047,10.856,0.039,10078,215,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.071254,0.054390,-0.046031,130.2,257.953352,-39.227005,0.06,0.06,45,17114880-3913372,14.169,0.031,0.033,36.3,13.672,0.036,0.037,24.6,13.421,0.069,0.070,18.8,AAE,222,111,000,666626,9.8,171,672105622,0,0,672105578,s,1999-08-09,12,347.568,0.113,20.6,2451400.4942,0.72,0.62,0.67,14.245,0.059,13.757,0.027,13.606,0.110,9988,232,sw,0,1,U,0.1,242,18.60,17.00,1,,36754,845332,150,Opt
0.075030,0.070375,-0.026018,110.3,257.973961,-39.206978,0.11,0.11,135,17115375-3912251,11.184,0.024,0.027,567.3,9.653,,,,9.058,,,,AUU,266,200,c00,660000,3.9,289,672105209,0,0,672105215,s,1999-08-09,12,347.594,0.112,-36.9,2451400.4942,0.43,,,11.145,0.015,,,,,10060,215,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.079105,0.069017,-0.038655,119.3,257.972225,-39.219616,0.06,0.06,45,17115333-3913106,15.086,0.076,0.077,15.6,13.498,0.049,0.050,28.8,12.801,0.034,0.035,33.2,AAA,222,111,ccc,366666,7.7,184,672105489,0,0,672105436,s,1999-08-09,12,347.583,0.106,-32.0,2451400.4942,1.16,0.89,1.02,14.985,0.090,13.204,0.033,12.664,0.023,10014,220,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.086806,0.070358,-0.050844,125.9,257.973971,-39.231804,0.06,0.06,90,17115375-3913544,10.910,0.021,0.024,730.2,9.643,0.020,0.022,1004.0,9.156,0.021,0.023,952.8,AAA,222,111,000,666666,5.1,89,672105652,0,0,672105653,s,1999-08-09,12,347.574,0.098,-36.9,2451400.4942,0.69,0.72,0.69,10.911,0.015,9.615,0.030,9.155,0.008,9970,215,se,0,1,U,0.1,9,19.50,16.00,1,,36754,845332,150,Opt
0.066189,0.043381,-0.049990,139.0,257.939144,-39.230972,0.06,0.06,45,17114539-3913514,14.869,0.053,0.054,19.1,13.181,0.036,0.037,38.6,12.284,0.033,0.034,53.4,AAA,222,111,000,565566,6.8,270,672105638,0,0,672105639,s,1999-08-09,12,347.559,0.120,60.3,2451400.4942,0.47,1.00,1.26,14.902,0.034,13.110,0.051,12.211,0.021,9974,193,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.090706,0.070080,-0.057588,129.4,257.973621,-39.238548,0.06,0.06,90,17115366-3914187,13.894,0.024,0.027,46.8,12.769,0.027,0.028,56.4,12.318,0.026,0.027,51.8,AAA,222,111,000,666655,6.8,237,672105772,0,0,672105757,s,1999-08-09,12,347.568,0.094,-35.9,2451400.4942,1.49,0.60,0.63,13.920,0.048,12.816,0.031,12.421,0.031,9946,216,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.050771,0.050255,-0.007221,98.2,257.947978,-39.188198,0.17,0.16,28,17114751-3911175,15.574,,,,13.318,,,,13.246,0.173,0.173,22.0,UUE,002,001,00c,000066,4.2,236,672104901,0,0,672104893,s,1999-08-09,12,347.597,0.140,35.6,2451400.4942,,,37.47,,,,,12.304,0.088,10128,217,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.049008,0.048483,-0.007155,98.4,257.945692,-39.188133,0.11,0.11,135,17114696-3911172,14.817,,,,13.777,0.086,0.086,22.3,11.661,,,,UAU,020,010,0c0,006600,3.9,132,672104901,0,0,672104889,s,1999-08-09,12,347.596,0.141,42.0,2451400.4942,,0.95,,,,12.729,0.060,,,10128,211,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.059410,0.056287,-0.019009,108.7,257.955773,-39.199982,0.08,0.08,135,17114938-3911599,15.168,0.063,0.064,14.5,14.113,0.066,0.067,16.4,13.896,,,,AAU,220,110,000,466600,9.4,307,672105068,0,0,672105095,s,1999-08-09,12,347.591,0.128,13.9,2451400.4942,0.73,0.54,,15.190,0.082,14.103,0.061,,,10085,239,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.053667,0.052360,-0.011773,102.7,257.950698,-39.192749,0.11,0.11,45,17114816-3911338,15.202,0.063,0.064,14.0,13.059,,,,11.963,,,,AUU,200,100,000,260000,1.1,224,672104983,0,0,672104975,s,1999-08-09,12,347.595,0.135,28.1,2451400.4942,1.15,,,15.191,0.101,,,,,10111,225,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.056930,0.054199,-0.017421,107.8,257.953077,-39.198395,0.13,0.11,80,17114873-3911542,14.592,,,,13.433,,,,13.429,0.083,0.083,18.6,UUA,002,001,000,000066,5.8,12,672105044,0,0,672105068,s,1999-08-09,12,347.591,0.130,21.4,2451400.4942,,,1.97,,,,,12.939,0.082,10091,231,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.082329,0.069535,-0.044079,122.4,257.972900,-39.225040,0.11,0.11,45,17115349-3913301,15.570,0.075,0.076,10.0,15.186,,,,14.570,,,,BUU,200,100,000,060000,6.8,213,672105566,0,0,672105542,s,1999-08-09,12,347.579,0.102,-33.9,2451400.4942,0.80,,,20.812,8.888,,,,,9995,218,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.062098,0.058124,-0.021860,110.6,257.958146,-39.202831,0.13,0.11,80,17114995-3912101,16.254,,,,14.778,,,,13.795,0.075,0.075,13.3,UUA,002,001,000,000016,10.8,129,672105181,0,0,672105149,s,1999-08-09,12,347.590,0.125,7.3,2451400.4942,,,0.98,,,,,14.221,0.233,10075,246,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.056800,0.054542,-0.015857,106.2,257.953518,-39.196831,0.07,0.07,45,17114884-3911485,14.730,0.084,0.085,21.7,13.629,0.117,0.117,25.6,12.926,0.069,0.070,29.6,ABA,222,111,000,666655,5.8,192,672105068,0,0,672105044,s,1999-08-09,12,347.593,0.131,20.2,2451400.4942,3.94,3.37,2.39,14.214,0.058,13.116,0.037,12.638,0.023,10096,233,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.097382,0.069691,-0.068017,134.3,257.973132,-39.248978,0.14,0.13,8,17115355-3914563,15.004,0.132,0.133,16.8,13.060,,,,12.505,,,,BUU,200,100,c00,660000,0.9,47,672105938,0,0,672105946,s,1999-08-09,12,347.560,0.088,-34.5,2451400.4943,2.82,,,14.349,0.036,,,,,9908,218,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.073953,0.069353,-0.025674,110.3,257.972642,-39.206635,0.11,0.11,135,17115343-3912238,13.763,0.070,0.071,52.8,10.360,,,,9.766,,,,AUU,266,200,c00,660000,3.9,109,672105215,0,0,672105209,s,1999-08-09,12,347.593,0.113,-33.2,2451400.4942,0.98,,,11.753,0.069,,,,,10061,219,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.084691,0.082946,-0.017105,101.7,257.990171,-39.198051,0.09,0.08,0,17115764-3911529,14.791,,,,13.396,0.130,0.130,31.7,12.643,0.049,0.050,38.4,UBA,622,022,0cc,006666,3.8,235,672105074,0,0,672105063,s,1999-08-09,12,347.608,0.107,-82.1,2451400.4942,,1.28,0.79,,,12.913,0.050,12.130,0.043,10092,170,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.057260,0.055881,-0.012493,102.6,257.955242,-39.193466,0.11,0.11,45,17114925-3911364,15.551,,,,13.593,,,,13.188,0.047,0.048,23.2,UUA,662,002,00c,000066,3.9,43,672104972,0,0,672104991,s,1999-08-09,12,347.596,0.132,15.4,2451400.4942,,,0.59,,,,,12.718,0.069,10108,237,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.053515,0.052156,-0.011983,102.9,257.950436,-39.192959,0.08,0.08,90,17114810-3911346,14.842,,,,13.223,0.045,0.046,37.1,12.010,0.032,0.033,68.8,UAA,022,011,00s,006655,1.1,44,672104975,0,0,672104983,s,1999-08-09,12,347.594,0.135,28.8,2451400.4942,,2.65,2.22,,,12.996,0.029,11.909,0.032,10110,224,sw,0,1,U,4.7,57,18.30,16.80,1,,36754,845332,150,Opt
0.071753,0.069100,-0.019333,105.6,257.972307,-39.200294,0.07,0.07,45,17115335-3912010,14.732,0.116,0.117,21.6,12.124,0.092,0.092,102.2,10.956,0.041,0.042,181.6,BAA,222,111,000,666666,5.9,259,672105110,0,0,672105103,s,1999-08-09,12,347.598,0.117,-32.2,2451400.4942,3.69,2.99,1.90,14.289,0.050,11.957,0.013,10.856,0.012,10084,220,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.081042,0.055618,-0.058945,136.7,257.954950,-39.239918,0.11,0.11,45,17114918-3914237,15.324,0.084,0.085,12.5,13.285,,,,12.012,,,,AUU,200,100,000,460000,3.5,87,672105778,0,0,672105779,s,1999-08-09,12,347.559,0.105,16.2,2451400.4942,1.56,,,15.048,0.094,,,,,9941,237,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.078753,0.054968,-0.056396,135.7,257.954108,-39.237370,0.06,0.06,45,17114898-3914145,15.352,0.072,0.073,12.2,13.837,0.079,0.080,21.1,13.288,0.072,0.073,21.2,AAA,222,111,c00,365656,5.0,315,672105734,0,0,672105744,s,1999-08-09,12,347.560,0.107,18.5,2451400.4942,0.68,0.31,0.73,15.212,0.129,13.988,0.067,13.343,0.082,9950,234,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.052604,0.051045,-0.012710,104.0,257.949003,-39.193687,0.11,0.11,45,17114776-3911372,14.923,0.057,0.059,18.1,13.637,,,,12.912,,,,AUU,200,100,c00,660000,4.8,57,672104983,0,0,672104992,s,1999-08-09,12,347.593,0.136,32.8,2451400.4942,1.16,,,14.711,0.057,,,,,10108,220,sw,0,1,U,0.1,195,18.30,16.80,1,,36754,845332,150,Opt
0.069698,0.055865,-0.041676,126.7,257.955252,-39.222649,0.06,0.06,45,17114926-3913215,15.234,0.068,0.069,13.6,13.970,0.051,0.051,18.7,13.417,0.046,0.046,18.8,AEE,222,111,c00,062606,6.5,179,672105533,0,0,672105510,s,1999-08-09,12,347.573,0.115,15.3,2451400.4942,0.60,0.42,0.93,15.491,0.053,14.370,0.147,14.208,0.142,10003,237,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.052928,0.050504,-0.015835,107.4,257.948307,-39.196812,0.07,0.07,45,17114759-3911485,15.156,0.116,0.117,14.6,13.687,0.115,0.115,24.2,13.045,0.080,0.080,26.5,BBA,222,111,000,666666,9.2,341,672105006,0,0,672105043,s,1999-08-09,12,347.590,0.134,34.7,2451400.4942,2.77,2.87,5.22,14.504,0.061,13.045,0.017,12.539,0.053,10097,218,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.075823,0.075228,-0.009482,97.2,257.980201,-39.190437,0.11,0.11,135,17115524-3911255,14.183,,,,12.646,,,,13.056,0.073,0.074,26.2,UUA,662,003,00c,000066,3.2,267,672104933,0,0,672104931,s,1999-08-09,12,347.610,0.118,-54.3,2451400.4942,,,1.31,,,,,11.965,0.031,10119,198,se,0,1,U,3.0,143,19.70,17.80,1,,36754,845332,150,Opt
0.064070,0.043723,-0.046832,137.0,257.939582,-39.227814,0.06,0.06,90,17114549-3913401,14.488,0.038,0.040,27.1,11.751,0.020,0.021,144.1,10.475,0.019,0.021,282.8,AAA,222,111,000,665566,11.4,186,672105639,0,0,672105592,s,1999-08-09,12,347.561,0.122,59.0,2451400.4942,0.83,1.01,0.84,14.420,0.091,11.693,0.022,10.475,0.015,9985,194,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.078261,0.058139,-0.052389,132.0,257.958199,-39.233360,0.11,0.11,45,17114996-3914000,14.839,0.091,0.092,19.6,12.592,,,,11.891,,,,AUU,200,100,c00,660000,4.4,219,672105699,0,0,672105684,s,1999-08-09,12,347.565,0.107,7.1,2451400.4942,3.73,,,13.838,0.052,,,,,9965,246,sw,0,1,U,0.2,268,18.10,16.40,1,,36754,845332,150,Opt
0.076047,0.070039,-0.029627,112.9,257.973532,-39.210587,0.06,0.06,90,17115364-3912381,15.021,0.045,0.047,16.6,13.526,0.020,0.021,28.1,12.877,0.037,0.038,31.0,AAA,222,111,ccc,063556,9.0,254,672105290,0,0,672105279,s,1999-08-09,12,347.591,0.111,-35.7,2451400.4942,0.92,0.91,0.71,15.384,0.064,13.765,0.026,12.913,0.084,10047,217,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.097394,0.069879,-0.067842,134.2,257.973375,-39.248802,0.14,0.13,92,17115361-3914556,14.163,,,,13.753,0.148,0.148,22.8,12.067,,,,UBU,020,010,0c0,006600,0.9,227,672105946,0,0,672105938,s,1999-08-09,12,347.560,0.088,-35.2,2451400.4943,,2.61,,,,12.708,0.062,,,9909,217,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.070821,0.055906,-0.043476,127.9,257.955306,-39.224449,0.06,0.06,90,17114927-3913280,13.207,0.033,0.035,88.0,12.792,0.042,0.043,55.2,12.517,0.038,0.039,43.1,AAA,222,111,000,666666,6.5,359,672105510,0,0,672105533,s,1999-08-09,12,347.571,0.114,15.2,2451400.4942,0.60,0.28,0.48,13.232,0.021,12.821,0.051,12.702,0.046,9997,238,sw,0,1,U,0.3,309,17.60,15.70,1,,36754,845332,150,Opt
0.066010,0.054083,-0.037848,125.0,257.952947,-39.218822,0.06,0.06,45,17114870-3913077,15.580,0.075,0.076,9.9,13.768,0.055,0.055,22.5,12.982,0.048,0.049,28.1,BAA,222,111,000,066655,8.9,346,672105378,0,0,672105426,s,1999-08-09,12,347.575,0.119,21.8,2451400.4942,0.61,0.50,0.46,15.871,0.211,13.648,0.063,12.987,0.026,10017,231,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.074936,0.074327,-0.009535,97.3,257.979039,-39.190491,0.12,0.10,135,17115496-3911257,14.315,,,,12.843,,,,12.889,0.105,0.105,30.6,UUA,662,003,00c,000066,3.2,87,672104931,0,0,672104933,s,1999-08-09,12,347.609,0.119,-51.0,2451400.4942,,,0.90,,,,,12.120,0.045,10119,201,se,0,1,U,3.0,210,19.70,17.80,1,,36754,845332,150,Opt
0.077422,0.044681,-0.063228,144.8,257.940833,-39.244209,0.08,0.08,90,17114579-3914391,16.824,,,,14.093,0.042,0.043,16.7,12.465,0.032,0.033,45.2,UAA,022,011,0cs,002644,7.6,263,672105859,0,0,672105855,s,1999-08-09,12,347.549,0.111,55.5,2451400.4942,,1.24,0.96,,,14.292,0.083,12.614,0.028,9926,197,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.065142,0.059450,-0.026630,114.1,257.959863,-39.207600,0.06,0.06,90,17115036-3912273,12.847,0.031,0.033,122.6,11.417,0.039,0.040,195.9,10.832,0.037,0.038,203.5,AAA,222,111,000,666666,7.0,214,672105262,0,0,672105228,s,1999-08-09,12,347.587,0.121,2.5,2451400.4942,2.41,1.66,1.84,12.730,0.014,11.339,0.032,10.766,0.019,10058,250,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.085679,0.068418,-0.051574,127.0,257.971468,-39.232536,0.08,0.08,135,17115315-3913571,15.203,,,,13.871,0.133,0.133,20.4,12.547,0.039,0.040,41.9,UBA,022,011,0cc,006666,7.5,69,672105653,0,0,672105668,s,1999-08-09,12,347.572,0.099,-29.9,2451400.4942,,0.49,0.58,,,13.580,0.059,12.516,0.046,9968,222,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.082319,0.068492,-0.045665,123.7,257.971556,-39.226627,0.07,0.07,45,17115317-3913358,15.821,0.125,0.125,7.9,14.335,0.079,0.080,13.3,13.797,0.088,0.089,13.3,BAA,222,111,c00,060606,6.8,33,672105542,0,0,672105566,s,1999-08-09,12,347.577,0.102,-30.1,2451400.4942,0.63,0.60,0.97,16.574,1.022,17.359,2.156,20.388,8.888,9989,222,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.090154,0.068501,-0.058612,130.6,257.971584,-39.239574,0.12,0.11,10,17115318-3914224,15.661,0.088,0.089,9.2,15.256,,,,15.074,,,,BUU,200,100,c00,060000,6.8,57,672105757,0,0,672105772,s,1999-08-09,12,347.566,0.095,-30.2,2451400.4942,1.08,,,15.914,0.218,,,,,9942,222,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.086332,0.072057,-0.047550,123.4,257.976161,-39.228508,0.06,0.06,90,17115427-3913426,13.756,0.053,0.054,53.1,12.347,0.066,0.067,83.2,11.665,0.049,0.050,94.5,AAA,222,111,000,666666,6.7,338,672105571,0,0,672105603,s,1999-08-09,12,347.577,0.098,-43.0,2451400.4942,4.15,5.30,7.88,13.519,0.014,12.083,0.033,11.439,0.016,9982,209,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.080136,0.072026,-0.035129,116.0,257.976104,-39.216087,0.22,0.16,120,17115426-3912579,13.792,0.181,0.182,51.4,10.709,,,,9.563,,,,CUU,200,200,c00,660000,1.1,67,672105366,0,0,672105372,s,1999-08-09,12,347.587,0.106,-42.8,2451400.4942,0.70,,,12.421,0.034,,,,,10027,209,se,0,1,U,0.8,132,19.40,17.00,1,,36754,845332,150,Opt
0.057818,0.056623,-0.011693,101.7,257.956199,-39.192665,0.11,0.11,135,17114948-3911335,14.971,,,,13.301,,,,12.705,0.054,0.054,36.3,UUA,662,002,00c,000066,3.9,223,672104991,0,0,672104972,s,1999-08-09,12,347.597,0.132,12.7,2451400.4942,,,0.51,,,,,12.476,0.037,10111,240,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.061166,0.044013,-0.042476,134.0,257.939953,-39.223457,0.06,0.06,90,17114558-3913244,13.140,0.055,0.056,93.6,10.346,0.044,0.044,525.4,8.936,0.027,0.029,1166.9,EEA,222,111,000,666655,9.0,126,672105540,0,0,672105520,s,1999-08-09,12,347.565,0.124,58.0,2451400.4942,15.22,17.32,4.56,12.893,0.013,10.248,0.022,8.906,0.018,10001,195,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.087063,0.059458,-0.063598,136.9,257.959914,-39.244568,0.06,0.06,90,17115037-3914404,13.151,0.023,0.026,92.7,12.020,0.027,0.028,112.4,11.624,0.024,0.026,98.1,AAA,222,111,0ss,666655,7.2,247,672105872,0,0,672105863,s,1999-08-09,12,347.557,0.099,2.3,2451400.4942,0.53,0.78,0.64,13.184,0.018,12.025,0.026,11.658,0.041,9924,250,sw,0,1,U,0.1,169,20.60,17.40,1,,36754,845332,150,Opt
0.081670,0.056584,-0.058892,136.1,257.956198,-39.239864,0.08,0.08,90,17114948-3914235,14.988,,,,13.006,0.048,0.049,45.3,11.496,0.023,0.025,110.4,UAA,022,011,0c0,006666,3.5,267,672105779,0,0,672105778,s,1999-08-09,12,347.559,0.104,12.7,2451400.4942,,2.82,2.25,,,12.749,0.023,11.368,0.024,9941,240,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.054532,0.044385,-0.031681,125.5,257.940425,-39.212662,0.06,0.06,90,17114570-3912455,11.789,0.023,0.026,325.0,11.456,0.023,0.024,189.0,11.265,0.034,0.035,136.6,AAA,222,111,000,666666,5.7,75,672105300,0,0,672105305,s,1999-08-09,12,347.574,0.130,56.7,2451400.4942,0.74,0.69,0.88,11.792,0.019,11.456,0.036,11.272,0.012,10040,196,sw,0,1,U,0.0,208,15.40,13.40,1,,36754,845332,150,Opt
0.087448,0.068608,-0.054222,128.3,257.971716,-39.235184,0.06,0.06,90,17115321-3914066,14.451,0.036,0.038,28.0,12.918,0.029,0.030,49.2,12.194,0.033,0.034,58.1,AAA,222,111,0ss,666655,8.3,212,672105743,0,0,672105714,s,1999-08-09,12,347.570,0.097,-30.6,2451400.4942,1.28,0.51,0.85,14.634,0.039,13.015,0.054,12.283,0.045,9958,222,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.077463,0.059734,-0.049319,129.5,257.960254,-39.230289,0.06,0.06,90,17115046-3913490,12.929,0.050,0.051,113.7,11.642,0.066,0.067,159.3,10.756,0.037,0.038,218.3,EEE,222,111,000,556666,9.5,16,672105590,0,0,672105629,s,1999-08-09,12,347.569,0.107,1.4,2451400.4942,31.80,75.96,73.06,12.643,0.039,11.221,0.031,10.518,0.020,9976,251,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.086024,0.052858,-0.067869,142.1,257.951395,-39.248844,0.11,0.11,45,17114833-3914558,15.322,0.079,0.080,12.6,14.401,,,,13.819,,,,AUU,200,100,000,060000,4.5,285,672105930,0,0,672105940,s,1999-08-09,12,347.550,0.102,26.1,2451400.4943,1.25,,,15.546,0.196,,,,,9909,227,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.058379,0.042865,-0.039633,132.8,257.938469,-39.220615,0.06,0.06,90,17114523-3913142,14.141,0.056,0.057,37.2,13.235,0.077,0.077,36.7,12.621,0.065,0.065,39.2,AAA,222,111,00c,666655,11.0,158,672105520,0,0,672105463,s,1999-08-09,12,347.567,0.127,62.1,2451400.4942,4.67,2.60,2.51,13.863,0.045,12.845,0.067,12.356,0.057,10011,191,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.075553,0.056845,-0.049768,131.2,257.956525,-39.230740,0.06,0.06,90,17114956-3913506,13.108,0.026,0.029,96.4,11.773,0.044,0.044,141.2,11.154,0.037,0.038,151.3,AAA,222,111,000,666666,8.3,297,672105622,0,0,672105634,s,1999-08-09,12,347.567,0.109,11.8,2451400.4942,1.14,4.84,8.17,13.066,0.018,11.617,0.022,10.992,0.013,9974,241,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.088193,0.056808,-0.067460,139.9,257.956496,-39.248432,0.12,0.10,135,17114955-3914543,15.027,,,,14.047,0.090,0.090,17.4,13.320,,,,UAU,620,020,0c0,006600,2.9,233,672105943,0,0,672105926,s,1999-08-09,12,347.552,0.099,11.9,2451400.4943,,0.43,,,,13.533,0.083,,,9911,241,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.077295,0.076691,-0.009648,97.2,257.982089,-39.190601,0.06,0.06,45,17115570-3911261,14.889,0.060,0.061,18.7,12.854,0.039,0.040,52.2,12.011,0.030,0.032,68.7,AAA,222,111,000,666666,5.3,276,672104931,0,0,672104936,s,1999-08-09,12,347.611,0.117,-59.5,2451400.4942,0.79,0.82,1.16,14.762,0.064,12.778,0.050,12.034,0.035,10119,193,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.069235,0.059571,-0.035281,120.6,257.960028,-39.216251,0.09,0.09,135,17115040-3912585,14.536,0.044,0.045,25.9,13.688,0.156,0.156,24.2,11.879,,,,AEU,220,110,cc0,666600,5.6,321,672105345,0,0,672105374,s,1999-08-09,12,347.580,0.116,2.0,2451400.4942,0.75,10.47,,14.352,0.043,12.971,0.032,,,10026,251,sw,0,1,U,0.3,217,20.60,17.30,1,,36754,845332,150,Opt
0.061373,0.060307,-0.011387,100.7,257.960952,-39.192356,0.06,0.06,45,17115062-3911324,14.736,0.064,0.065,21.5,12.861,0.065,0.065,51.8,12.091,0.041,0.042,63.8,AAA,222,111,00s,666666,11.5,22,672104911,0,0,672104963,s,1999-08-09,12,347.600,0.129,-0.6,2451400.4942,0.76,0.93,1.28,14.622,0.031,12.736,0.024,12.003,0.014,10112,252,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.083385,0.052994,-0.064379,140.5,257.951568,-39.245354,0.06,0.06,90,17114837-3914432,14.747,0.030,0.032,21.3,13.378,0.020,0.021,32.2,12.864,0.041,0.042,31.3,AAE,222,111,000,166616,9.5,351,672105823,0,0,672105873,s,1999-08-09,12,347.553,0.104,25.6,2451400.4942,0.91,0.72,0.77,15.290,0.084,13.700,0.048,13.469,0.088,9922,227,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.080339,0.072309,-0.035011,115.8,257.976469,-39.215969,0.11,0.11,45,17115435-3912574,11.321,,,,12.293,0.088,0.089,87.4,8.761,,,,UAU,020,010,0c0,004600,1.1,247,672105372,0,0,672105366,s,1999-08-09,12,347.588,0.105,-43.8,2451400.4942,,6.05,,,,10.085,0.139,,,10027,208,se,0,1,U,1.6,94,19.40,17.00,1,,36754,845332,150,Opt
